,parid,parid_card,bldg_id,struct_typ,str_prob,year_built,no_stories,a_stories,b_stories,bsmt_type,sq_foot,gsq_foot,occ_type,occ_detail,major_occ,broad_occ,appr_bldg,repl_cst,str_cst,nstra_cst,nstrd_cst,dgn_lvl,cont_val,efacility,dwell_unit,str_typ2,occ_typ2,tract_id,guid,FID_NEW,origin,stat_class,rmv_improv,rmv_land,elev,period,strctid,x,y,value_matc,geometry
90,,,,W1,,1972,1,,,,,,,,,,1500,,,,,Pre - Code,,,,W1,,,4ce3c080-1089-4d1a-b695-41ea767f9f5d,5679,1,191,0.0,0.0,-1.037119,0.35,41007020933038035S,-123.908996582,46.0143356323,0,POINT (-123.9089960881224 46.01433439263687)
91,,,,RC,,1995,1,,,,,,,,,,15832,,,,,Moderate - Code,,,,RC,,,74a18755-ed4d-4006-a325-1dcf482e7afe,5677,1,499,15832.0,0.0,-1.674715,0.4,41007025690002001S,-123.917274475,45.9806938171,1,POINT (-123.9172749740037 45.98069514310411)
92,,,,W2,,1969,2,,,,,,,,,,945460,,,,,Pre - Code,,,,W2,,,d942afd0-04bf-408c-8276-ce224e7fc30f,5676,1,146,202245.0,743215.0,-4.38327,0.4,d942afd0-04bf-408c-8276-ce224e7fc30f,,,0,POINT (-123.9348301504937 45.97887877237773)
93,,,,W1,,1987,1,,,,,,,,,,858289,,,,,Low - Code,,,,W1,,,860d3b55-f854-4103-b928-df889b665613,5674,1,140,153346.0,704943.0,-4.845504,0.35,41007026074001001S,-123.934707642,45.9791412354,0,POINT (-123.9347046384712 45.97914273164907)
94,,,,W1,,1940,1,,,,,,,,,,173248,,,,,Pre - Code,,,,W1,,,ce1af8dc-03bf-401e-a878-ca6a83821abf,5673,1,110,46930.0,126318.0,-2.269348,0.35,41007023655002002S,-123.917472839,45.9927635193,0,POINT (-123.9174719147644 45.9927643311701)
95,,,,W1,,1926,1,,,,,,,,,,47442,,,,,Pre - Code,,,,W1,,,b5407272-eb12-4b38-bb5a-8cdc9bc2bf6b,5672,1,120,17193.0,30249.0,-2.309846,0.35,41007025637006006S,-123.928726196,45.9821434021,0,POINT (-123.9287250081735 45.98214453914088)
96,,,,W1,,1926,1,,,,,,,,,,47442,,,,,Pre - Code,,,,W1,,,65b68b70-c386-4dfd-bd72-56f04c7e3dbb,5671,1,120,17193.0,30249.0,-2.309846,0.35,41007025637006004S,-123.928726196,45.9821434021,0,POINT (-123.9287250081735 45.98214453914088)
97,,,,W1,,1926,1,,,,,,,,,,142328,,,,,Pre - Code,,,,W1,,,fa7ef02a-2375-4c98-bce2-8d8e28ac9668,5670,1,120,51579.0,90749.0,-2.309846,0.35,41007025637006003S,-123.928726196,45.9821434021,0,POINT (-123.9287250081735 45.98214453914088)
98,,,,W1,,1920,1,,,,,,,,,,118623,,,,,Pre - Code,,,,W1,,,06af48da-bacd-448d-83cc-17981a52defe,5669,1,130,41371.0,77252.0,-2.085589,0.35,41007023024001001S,-123.912216187,45.9962272644,0,POINT (-123.9122148794629 45.9962269532304)
99,,,,RC,,0,1,,,,,,,,,,1190289,,,,,Pre - Code,,,,RC,,,42276433-8452-4d71-9e1d-8cb6ee84d0b7,5668,1,494,0.0,1190289.0,-1.485903,0.4,42276433-8452-4d71-9e1d-8cb6ee84d0b7,,,0,POINT (-123.9315626703576 45.97499229522592)
100,,,,W2,,1961,1,,,,,,,,,,787498,,,,,Pre - Code,,,,W2,,,046e76c1-258c-409c-a366-7a23cb88d93b,5666,1,446,3996.0,783502.0,-3.133739,0.4,046e76c1-258c-409c-a366-7a23cb88d93b,,,0,POINT (-123.9229673953966 45.98782582503824)
101,,,,W1,,0,1,,,,,,,,,,129562,,,,,Pre - Code,,,,W1,,,05459961-b9d3-46c6-a084-6655f1795193,5665,1,192,0.0,129562.0,-3.04912,0.35,41007025178002002S,-123.930603027,45.9849090576,0,POINT (-123.9305993634247 45.98491083286483)
102,,,,W2,,2003,2,,,,,,,,,,810616,,,,,Moderate - Code,,,,W2,,,8fbb1f23-ddb0-42d0-b11b-838d9f2691cd,5664,1,166,479100.0,331516.0,-2.973204,0.4,41007021283001001S,-123.917549133,46.0099945068,0,POINT (-123.9175477667511 46.00999457057928)
103,,,,W1,,1940,1,,,,,,,,,,31972,,,,,Pre - Code,,,,W1,,,26c7457d-e252-40a7-a5db-5091cb9a6fe8,5657,1,122,31972.0,0.0,-2.180728,0.35,41007020853008001S,-123.913642883,46.017326355,1,POINT (-123.9136398168196 46.01732823024322)
104,,,,W1,,1937,1,,,,,,,,,,29214,,,,,Pre - Code,,,,W1,,,d0bbb5b2-8465-47f0-9ea4-51d7493e4c99,5656,1,123,29214.0,0.0,-2.180728,0.35,41007020853008002S,-123.913642883,46.017326355,1,POINT (-123.9136398168196 46.01732823024322)
105,,,,RC,,1984,1,,,,,,,,,,1308054,,,,,Low - Code,,,,RC,,,fa38d03a-f90a-41a4-9442-cc5cd3cb054e,5653,1,497,1074380.0,233674.0,-9.224644,0.4,41007021520010005S,-123.903778076,46.0038871765,0,POINT (-123.9037790529705 46.00388586582692)
106,,,,W1,,1998,1,,,,,,,,,,44978,,,,,Moderate - Code,,,,W1,,,c918756f-c28e-47ea-9986-7078ca7a6b92,5652,1,193,0.0,0.0,-14.826966,0.35,41007022416079019S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
107,,,,W1,,1999,1,,,,,,,,,,58628,,,,,Moderate - Code,,,,W1,,,0e5ce105-a003-4795-af35-94e43f12a028,5651,1,193,0.0,0.0,-14.826966,0.35,41007022416079043S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
108,,,,W1,,2000,1,,,,,,,,,,43578,,,,,Moderate - Code,,,,W1,,,70ff551c-b655-4881-b6c6-ae2ba91bdfb3,5649,1,193,0.0,0.0,-0.026324,0.35,41007022712044011S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
109,,,,W1,,1935,1,,,,,,,,,,156905,,,,,Pre - Code,,,,W1,,,353f91fd-15aa-4ef4-942a-fadefca3c29a,5647,1,110,12748.0,144157.0,-14.963934,0.35,41007026236001001S,-123.911773682,45.9758796692,0,POINT (-123.9117731518249 45.97587951432728)
110,,,,W1,,2008,1,,,,,,,,,,120490,,,,,High - Code,,,,W1,,,91a9981e-5d91-445b-9091-aa0441578a3b,5646,1,192,19903.0,100587.0,-3.989444,0.35,41007022377002001S,-123.920310974,45.9997940063,0,POINT (-123.9203116129403 45.99979382134915)
111,,,,W1,,1966,1,,,,,,,,,,5558,,,,,Pre - Code,,,,W1,,,42b54f41-bd9b-4240-bb0b-fd9f7c9c6950,5645,1,193,0.0,0.0,-0.026324,0.35,41007022712044001S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
112,,,,W1,,1994,1,,,,,,,,,,47094,,,,,Moderate - Code,,,,W1,,,7754c721-5356-497b-8102-de616c81c24e,5643,1,193,0.0,0.0,-14.826966,0.35,41007022416079015S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
113,,,,W1,,1970,1,,,,,,,,,,6365,,,,,Pre - Code,,,,W1,,,71dc372e-ec36-4f10-a4f5-3ef0a9455a2d,5642,1,191,0.0,0.0,-0.026324,0.35,41007022712044042S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
114,,,,W1,,1937,1,,,,,,,,,,966395,,,,,Pre - Code,,,,W1,,,2b998732-3ef3-4e26-8074-b1cfbdfbcbb2,5641,1,142,208034.0,758361.0,0.108364,0.35,2b998732-3ef3-4e26-8074-b1cfbdfbcbb2,,,0,POINT (-123.9370885956961 45.97720596242186)
115,,,,W1,,1995,1,,,,,,,,,,22395,,,,,Moderate - Code,,,,W1,,,c448696a-0015-4b44-bb50-916a32c0a6be,5639,1,193,0.0,0.0,-0.026324,0.35,41007022712044015S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
116,,,,W1,,1932,1,,,,,,,,,,1154290,,,,,Pre - Code,,,,W1,,,def57539-c284-42b3-952a-e02b232e7629,5638,1,143,155074.0,999216.0,0.031892,0.35,def57539-c284-42b3-952a-e02b232e7629,,,0,POINT (-123.936948019865 45.97742181073817)
117,,,,W2,,2004,2,,,,,,,,,,23757,,,,,High - Code,,,,W2,,,156275f9-642a-4002-9be9-11ab1616eff5,5635,1,197,0.0,0.0,-9.224644,0.4,41007021520010007S,-123.903778076,46.0038871765,0,POINT (-123.9037790529705 46.00388586582692)
118,,,,W2,,2004,2,,,,,,,,,,19563,,,,,High - Code,,,,W2,,,70774921-c6f5-4a81-bbf6-86940db0227d,5634,1,197,0.0,0.0,-9.224644,0.4,41007021520010008S,-123.903778076,46.0038871765,0,POINT (-123.9037790529705 46.00388586582692)
119,,,,RC,,0,1,,,,,,,,,,80970,,,,,Pre - Code,,,,RC,,,e38d8575-7880-4a8c-b6d7-225ab1cf9264,5633,1,499,0.0,80970.0,-13.312578,0.4,41007021038001001S,-123.896064758,46.0127220154,0,POINT (-123.8960661064165 46.01272230816045)
120,,,,W1,,1968,1,,,,,,,,,,1858,,,,,Pre - Code,,,,W1,,,fb7c9b63-2f35-4003-ad92-a0f6b1d71c8a,5630,1,191,0.0,0.0,-1.102866,0.35,41007021185022002S,-123.91015625,46.0112533569,0,POINT (-123.9101583933814 46.01125494608314)
121,,,,W1,,1976,1,,,,,,,,,,9950,,,,,Low - Code,,,,W1,,,15d6abdf-f233-4a40-845b-89c519c96a39,5629,1,192,0.0,0.0,-1.97422,0.35,41007021918002002S,-123.912872314,46.0023918152,0,POINT (-123.9128704742927 46.00239223483598)
122,,,,W1,,2003,1,,,,,,,,,,104696,,,,,Moderate - Code,,,,W1,,,8968aeca-f276-46a7-a944-caf955e7f151,5628,1,192,19244.0,85452.0,-2.152981,0.35,41007021560002002S,-123.912216187,46.0053100586,0,POINT (-123.9122128180922 46.00530935250762)
123,,,,W1,,1972,1,,,,,,,,,,5788,,,,,Pre - Code,,,,W1,,,a346e859-60ba-4428-bd74-61018e1a97fd,5627,1,193,0.0,0.0,-1.037119,0.35,41007020933038008S,-123.908996582,46.0143356323,0,POINT (-123.9089960881224 46.01433439263687)
124,,,,W1,,1926,1,,,,,,,,,,47442,,,,,Pre - Code,,,,W1,,,7551b99d-f4bc-4f09-99a0-2093effe0861,5626,1,120,17193.0,30249.0,-2.309846,0.35,41007025637006005S,-123.928726196,45.9821434021,0,POINT (-123.9287250081735 45.98214453914088)
125,,,,W1,,1993,1,,,,,,,,,,52418,,,,,Moderate - Code,,,,W1,,,130579b9-00fb-40fc-ae92-070cf181f53b,5625,1,193,0.0,0.0,-14.826966,0.35,41007022416079056S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
126,,,,W1,,1938,1,,,,,,,,,,172527,,,,,Pre - Code,,,,W1,,,f005101a-69f7-4916-8b1f-21d405a01111,5624,1,192,17883.0,154644.0,-2.063746,0.35,41007021558002002S,-123.924095154,46.0050506592,0,POINT (-123.9240963449776 46.00505054466441)
127,,,,W1,,1939,1,,,,,,,,,,902201,,,,,Pre - Code,,,,W1,,,2667274c-9179-48e4-be03-cb31359bf742,5623,1,133,120713.0,781488.0,0.001541,0.35,2667274c-9179-48e4-be03-cb31359bf742,,,0,POINT (-123.9369020484155 45.97759720467243)
128,,,,W1,,2003,1,,,,,,,,,,12447,,,,,Moderate - Code,,,,W1,,,2b6b5c5e-cf8c-4d0f-97f0-a5b4925c1890,5622,1,200,12447.0,0.0,-14.826966,0.35,41007022416079016S,-123.905845642,45.9979476929,1,POINT (-123.9058460072767 45.99794932851639)
129,,,,W1,,1993,1,,,,,,,,,,3712,,,,,Moderate - Code,,,,W1,,,76038fbb-18a9-4de3-a252-ba1809e3f7b9,5621,1,200,3712.0,0.0,-14.826966,0.35,41007022416079049S,-123.905845642,45.9979476929,1,POINT (-123.9058460072767 45.99794932851639)
130,,,,W1,,1940,1,,,,,,,,,,31739,,,,,Pre - Code,,,,W1,,,daa0e9c3-c565-4c8c-ba3c-85ebf61e6ece,5620,1,112,31739.0,0.0,-2.180728,0.35,41007020853008004S,-123.913642883,46.017326355,1,POINT (-123.9136398168196 46.01732823024322)
131,,,,RC,,1946,1,,,,,,,,,,229274,,,,,Pre - Code,,,,RC,,,7900e84b-0d20-4faf-bf22-06bddb8c1395,5619,1,710,118230.0,111044.0,-2.794961,0.4,7900e84b-0d20-4faf-bf22-06bddb8c1395,,,0,POINT (-123.9264214404405 45.98241571133858)
132,,,,W2,,1978,2,,,,,,,,,,450282,,,,,Pre - Code,,,,W2,,,e147aaa2-ceb0-4c09-b041-5b55a352c043,5618,1,146,135199.0,315083.0,-2.645252,0.4,41007021303001001S,-123.917739868,46.0097351074,0,POINT (-123.9177371319442 46.00973430260313)
133,,,,W1,,1980,1,,,,,,,,,,8365,,,,,Low - Code,,,,W1,,,b93b4dec-f58f-4c4b-ac6f-69f2a5c2cb35,5617,1,193,0.0,0.0,0.232739,0.35,41007021215008005S,-123.912239075,46.0109291077,0,POINT (-123.9122373395464 46.01093032477119)
134,,,,W1,,1971,1,,,,,,,,,,1591,,,,,Pre - Code,,,,W1,,,f7802ba4-a6cd-420e-9662-1173423fe2e0,5616,1,191,0.0,0.0,-1.102866,0.35,41007021185022012S,-123.91015625,46.0112533569,0,POINT (-123.9101583933814 46.01125494608314)
135,,,,W1,,2007,1,,,,,,,,,,14516,,,,,High - Code,,,,W1,,,f249b0a3-947c-44ca-8383-ff9e4e98300c,5615,1,200,14516.0,0.0,-14.826966,0.35,41007022416079002S,-123.905845642,45.9979476929,1,POINT (-123.9058460072767 45.99794932851639)
136,,,,W1,,1993,1,,,,,,,,,,2402,,,,,Moderate - Code,,,,W1,,,ebbb206d-f493-4ce6-bdac-6be6cb015bd1,5613,1,200,2402.0,0.0,-14.826966,0.35,41007022416079027S,-123.905845642,45.9979476929,1,POINT (-123.9058460072767 45.99794932851639)
137,,,,W1,,2011,1,,,,,,,,,,68327,,,,,High - Code,,,,W1,,,8072fe94-0d3c-43b8-84ec-066bbac1b4b5,5612,1,192,0.0,68327.0,-2.376369,0.35,41007024421002001S,-123.918968201,45.9902534485,0,POINT (-123.9189679697048 45.99025278650985)
138,,,,W1,,1960,1,,,,,,,,,,1353,,,,,Pre - Code,,,,W1,,,ac50f6bc-188a-4d54-8347-a72cd06c37f7,5611,1,191,0.0,0.0,-1.102866,0.35,41007021185022017S,-123.91015625,46.0112533569,0,POINT (-123.9101583933814 46.01125494608314)
139,,,,W1,,1998,1,,,,,,,,,,51034,,,,,Moderate - Code,,,,W1,,,35c6ec7a-8b87-46a8-8079-0a00ba594250,5609,1,192,0.0,0.0,-1.822115,0.35,41007023930002002S,-123.916358948,45.9922561646,0,POINT (-123.916358699802 45.99225694173168)
140,,,,W1,,1992,1,,,,,,,,,,51255,,,,,Low - Code,,,,W1,,,80f64410-23b2-4c0a-bcaf-3015e09bd4b7,5608,1,190,0.0,0.0,-9.224644,0.35,41007021520010006S,-123.903778076,46.0038871765,0,POINT (-123.9037790529705 46.00388586582692)
141,,,,W1,,1972,1,,,,,,,,,,2766,,,,,Pre - Code,,,,W1,,,f636d208-d2f5-460e-9912-04e7660b939d,5607,1,191,0.0,0.0,0.232739,0.35,41007021215008007S,-123.912239075,46.0109291077,0,POINT (-123.9122373395464 46.01093032477119)
142,,,,W1,,1983,1,,,,,,,,,,0,,,,,Low - Code,,,,W1,,,373b896e-1215-4d64-aea7-98000767afd3,5606,1,193,0.0,0.0,-0.026324,0.35,41007022712044007S,-123.91558075,45.9961471558,1,POINT (-123.9155842594153 45.99614784057414)
143,,,,RC,,1954,1,,,,,,,,,,522744,,,,,Pre - Code,,,,RC,,,3ec2c347-9d6f-443d-9c9e-e8e8a37bf776,5605,1,440,522744.0,0.0,-2.102604,0.4,3ec2c347-9d6f-443d-9c9e-e8e8a37bf776,,,1,POINT (-123.9271759371327 45.99293130292828)
144,,,,W1,,1994,1,,,,,,,,,,11249,,,,,Moderate - Code,,,,W1,,,039de54b-c320-4fcb-8296-57229e3b09d6,5604,1,200,11249.0,0.0,-14.826966,0.35,41007022416079079S,-123.905845642,45.9979476929,1,POINT (-123.9058460072767 45.99794932851639)
145,,,,W1,,1994,1,,,,,,,,,,5281,,,,,Moderate - Code,,,,W1,,,4c7adca9-eac7-4038-b921-86006d5efb20,5603,1,200,5281.0,0.0,-14.826966,0.35,41007022416079051S,-123.905845642,45.9979476929,1,POINT (-123.9058460072767 45.99794932851639)
146,,,,W1,,1993,1,,,,,,,,,,12563,,,,,Moderate - Code,,,,W1,,,3a7c0aec-8789-4a80-9632-41c447f1343b,5602,1,193,0.0,0.0,0.232739,0.35,41007021215008003S,-123.912239075,46.0109291077,0,POINT (-123.9122373395464 46.01093032477119)
147,,,,W1,,0,1,,,,,,,,,,46930,,,,,Pre - Code,,,,W1,,,2cf0036e-f2e2-43ad-abcd-eaa368d1a15f,5601,1,110,46930.0,0.0,-2.269348,0.35,41007023655002001S,-123.917472839,45.9927635193,1,POINT (-123.9174719147644 45.9927643311701)
148,,,,W1,,2008,1,,,,,,,,,,26781,,,,,High - Code,,,,W1,,,8a815e65-7d44-48d8-9491-d6b20e414b81,5600,1,192,0.0,0.0,-9.224644,0.35,41007021520010009S,-123.903778076,46.0038871765,0,POINT (-123.9037790529705 46.00388586582692)
149,,,,W1,,2006,1,,,,,,,,,,22298,,,,,High - Code,,,,W1,,,60c062dc-a24f-4e27-adee-760f833bb90c,5599,1,192,0.0,0.0,-9.224644,0.35,41007021520010003S,-123.903778076,46.0038871765,0,POINT (-123.9037790529705 46.00388586582692)
150,,,,W1,,1975,1,,,,,,,,,,6433,,,,,Low - Code,,,,W1,,,141070f9-097f-48de-98fa-9d2ffe3cc067,5598,1,191,0.0,0.0,-1.037119,0.35,41007020933038037S,-123.908996582,46.0143356323,0,POINT (-123.9089960881224 46.01433439263687)
151,,,,W1,,1974,1,,,,,,,,,,9505,,,,,Low - Code,,,,W1,,,bcc34a15-fc71-4710-be94-a1bd1e6f6869,5597,1,193,0.0,0.0,-1.037119,0.35,41007020933038006S,-123.908996582,46.0143356323,0,POINT (-123.9089960881224 46.01433439263687)
152,,,,W1,,1964,1,,,,,,,,,,1273,,,,,Pre - Code,,,,W1,,,91378c34-8af5-4f6b-b937-84b2e9bb3b51,5596,1,191,0.0,0.0,-1.037119,0.35,41007020933038023S,-123.908996582,46.0143356323,0,POINT (-123.9089960881224 46.01433439263687)
153,,,,W1,,1995,1,,,,,,,,,,72284,,,,,Moderate - Code,,,,W1,,,4987ff2f-c0ee-498d-9976-f52a27b3953c,5595,1,193,0.0,0.0,-14.826966,0.35,41007022416079061S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
154,,,,W1,,1992,1,,,,,,,,,,22508,,,,,Low - Code,,,,W1,,,22b7c1b8-4b85-462c-8f5a-60653cf7852c,5594,1,193,0.0,0.0,0.232739,0.35,41007021215008004S,-123.912239075,46.0109291077,0,POINT (-123.9122373395464 46.01093032477119)
155,,,,W1,,1965,1,,,,,,,,,,1650,,,,,Pre - Code,,,,W1,,,5d657458-e769-4e85-aa9c-cd2124621344,5593,1,191,0.0,0.0,-1.102866,0.35,41007021185022009S,-123.91015625,46.0112533569,0,POINT (-123.9101583933814 46.01125494608314)
156,,,,W1,,1970,1,,,,,,,,,,7794,,,,,Pre - Code,,,,W1,,,5765fa56-462d-4e02-bbf2-f2927e41c758,5592,1,193,0.0,0.0,-0.026324,0.35,41007022712044034S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
157,,,,W1,,1994,1,,,,,,,,,,62269,,,,,Moderate - Code,,,,W1,,,fd62ba92-ddb5-4395-8b2c-f8981d368ab4,5591,1,193,0.0,0.0,-14.826966,0.35,41007022416079012S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
158,,,,W1,,1940,1,,,,,,,,,,29834,,,,,Pre - Code,,,,W1,,,9d3880ba-db8e-4cce-ad0b-7599d5e9c25f,5590,1,120,29834.0,0.0,-2.180728,0.35,41007020853008006S,-123.913642883,46.017326355,1,POINT (-123.9136398168196 46.01732823024322)
159,,,,W1,,1940,1,,,,,,,,,,32455,,,,,Pre - Code,,,,W1,,,c7800469-57ee-4683-8c04-2d6dfd7f05e0,5589,1,123,32455.0,0.0,-2.180728,0.35,41007020853008005S,-123.913642883,46.017326355,1,POINT (-123.9136398168196 46.01732823024322)
160,,,,W1,,1994,1,,,,,,,,,,39267,,,,,Moderate - Code,,,,W1,,,1d80684f-bfb2-4d4d-b65c-5beb8816867c,5588,1,193,0.0,0.0,-14.826966,0.35,41007022416079072S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
161,,,,W1,,1996,1,,,,,,,,,,58979,,,,,Moderate - Code,,,,W1,,,b0015434-686e-434c-b4aa-ad582cedb441,5585,1,193,0.0,0.0,-14.826966,0.35,41007022416079031S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
162,,,,W1,,2007,1,,,,,,,,,,85304,,,,,High - Code,,,,W1,,,b4c17587-dca5-4aa5-9919-3b8d351b21b4,5584,1,192,0.0,0.0,-2.419406,0.35,41007022069002001S,-123.926002502,46.0010795593,0,POINT (-123.9260055236888 46.00107921492752)
163,,,,W1,,1996,1,,,,,,,,,,38616,,,,,Moderate - Code,,,,W1,,,73e4efee-4dda-488a-ada7-38592a5ed088,5583,1,193,0.0,0.0,-14.826966,0.35,41007022416079040S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
164,,,,W1,,1971,1,,,,,,,,,,4501,,,,,Pre - Code,,,,W1,,,c91da672-d837-4794-a6fc-63a7f6c2e3ae,5582,1,191,0.0,0.0,-1.102866,0.35,41007021185022001S,-123.91015625,46.0112533569,0,POINT (-123.9101583933814 46.01125494608314)
165,,,,RC,,0,1,,,,,,,,,,725893,,,,,Pre - Code,,,,RC,,,a76b60c9-2856-4933-9775-9d7089554768,5581,1,490,612116.0,113777.0,-14.838559,0.4,41007022394003001S,-123.907333374,45.9989891052,0,POINT (-123.9073336552726 45.99898978058225)
166,,,,W1,,1979,1,,,,,,,,,,338531,,,,,Low - Code,,,,W1,,,66d39314-1c68-4634-a82c-8fcb37f529ff,5580,1,131,91412.0,247119.0,-14.807998,0.35,41007020956001001S,-123.900245667,46.0135231018,0,POINT (-123.9002451964179 46.01352343272472)
167,,,,W1,,1994,1,,,,,,,,,,23201,,,,,Moderate - Code,,,,W1,,,af7820a1-3bc1-43d6-8858-d1520764c08d,5579,1,193,0.0,0.0,-0.026324,0.35,41007022712044032S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
168,,,,W1,,1980,1,,,,,,,,,,15940,,,,,Low - Code,,,,W1,,,5931b708-38ad-407a-99e9-ed63d1696039,5577,1,193,0.0,0.0,-0.026324,0.35,41007022712044033S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
169,,,,W1,,1978,1,,,,,,,,,,6686,,,,,Low - Code,,,,W1,,,194d35d8-57bc-4542-a755-381102a7fa8f,5576,1,193,0.0,0.0,-0.026324,0.35,41007022712044017S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
170,,,,W1,,1977,1,,,,,,,,,,6431,,,,,Low - Code,,,,W1,,,483af357-99ae-4a71-892d-116e38e8eafe,5575,1,193,0.0,0.0,-0.026324,0.35,41007022712044028S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
171,,,,W1,,1967,1,,,,,,,,,,4702,,,,,Pre - Code,,,,W1,,,996a55f6-b483-45c4-aa8b-ed9be2f960da,5574,1,193,0.0,0.0,-0.026324,0.35,41007022712044009S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
172,,,,W1,,1981,1,,,,,,,,,,11178,,,,,Low - Code,,,,W1,,,6315d2d8-7fef-4299-921c-04ec231bce4d,5571,1,193,0.0,0.0,-0.026324,0.35,41007022712044037S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
173,,,,W2,,2004,2,,,,,,,,,,19195,,,,,High - Code,,,,W2,,,3c469956-33a8-4c72-a220-bc2b4c655639,5570,1,197,0.0,0.0,-9.224644,0.4,41007021520010010S,-123.903778076,46.0038871765,0,POINT (-123.9037790529705 46.00388586582692)
174,,,,W1,,1991,1,,,,,,,,,,29845,,,,,Low - Code,,,,W1,,,aeae3925-12c2-4cc9-afe4-4978a4a620c3,5569,1,193,0.0,0.0,-14.826966,0.35,41007022416079057S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
175,,,,RC,,1952,1,,,,,,,,,,403712,,,,,Pre - Code,,,,RC,,,05c79e70-cd64-456c-9ab2-8df7d5d64291,5567,1,431,64551.0,339161.0,-2.505987,0.4,05c79e70-cd64-456c-9ab2-8df7d5d64291,,,0,POINT (-123.9114601566573 46.01421858102673)
176,,,,W1,,1992,1,,,,,,,,,,41842,,,,,Low - Code,,,,W1,,,7f2df418-1a9d-4783-9779-7f59bc1c765b,5564,1,193,0.0,0.0,-14.826966,0.35,41007022416079063S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
177,,,,W1,,2005,1,,,,,,,,,,33279,,,,,High - Code,,,,W1,,,8e885379-ac53-44c7-81bd-5314d07a7a0c,5563,1,193,0.0,0.0,-1.037119,0.35,41007020933038019S,-123.908996582,46.0143356323,0,POINT (-123.9089960881224 46.01433439263687)
178,,,,W1,,1976,1,,,,,,,,,,8481,,,,,Low - Code,,,,W1,,,1fe3c231-aef7-4bed-b973-ca4995fd72ab,5562,1,193,0.0,0.0,-1.037119,0.35,41007020933038028S,-123.908996582,46.0143356323,0,POINT (-123.9089960881224 46.01433439263687)
179,,,,W1,,1994,1,,,,,,,,,,35069,,,,,Moderate - Code,,,,W1,,,6581bdab-17b2-4b03-a8a1-ef4b7d3df89e,5561,1,193,0.0,0.0,-0.026324,0.35,41007022712044021S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
180,,,,W1,,1993,1,,,,,,,,,,60445,,,,,Moderate - Code,,,,W1,,,1b632415-7eff-48bb-ba40-227785cdc5be,5560,1,193,0.0,0.0,-14.826966,0.35,41007022416079042S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
181,,,,W1,,1996,1,,,,,,,,,,26875,,,,,Moderate - Code,,,,W1,,,7e083c56-d288-4eac-a00e-51048270649b,5559,1,193,0.0,0.0,-0.026324,0.35,41007022712044038S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
182,,,,W1,,1980,1,,,,,,,,,,8383,,,,,Low - Code,,,,W1,,,cb4e1e07-d6be-4019-946d-5a7782540daf,5558,1,191,0.0,0.0,-0.026324,0.35,41007022712044020S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
183,,,,W1,,1987,1,,,,,,,,,,42977,,,,,Low - Code,,,,W1,,,16d0e182-a2d1-4810-b48e-6d993a24d5f1,5557,1,191,0.0,0.0,-0.026324,0.35,41007022712044014S,-123.91558075,45.9961471558,0,POINT (-123.9155842594153 45.99614784057414)
184,,,,W1,,1992,1,,,,,,,,,,26417,,,,,Low - Code,,,,W1,,,7b5db3c9-ae7a-47c7-a292-e5b95fbc5ce0,5555,1,191,0.0,0.0,-14.826966,0.35,41007022416079060S,-123.905845642,45.9979476929,0,POINT (-123.9058460072767 45.99794932851639)
