parid,parid_card,bldg_id,struct_typ,str_prob,year_built,no_stories,a_stories,b_stories,bsmt_type,sq_foot,gsq_foot,occ_type,occ_detail,major_occ,broad_occ,appr_bldg,repl_cst,str_cst,nstra_cst,nstrd_cst,dgn_lvl,cont_val,efacility,dwell_unit,str_typ2,occ_typ2,tract_id,guid,FID_NEW,origin,stat_class,rmv_improv,rmv_land,elev,period
,,,RC,,"2003","6",,,,,,,,,,"235966",,,,,Moderate - Code,,,,RC,,,4d90024e-eae2-4bf7-a504-f8671e9cb780,"2781","1","900",235966.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"220529",,,,,Moderate - Code,,,,RC,,,a6343a0a-555d-4a5c-832b-a31ed0fea953,"2780","1","900",220529.000000000000000,0.000000000000000,-3.242034000000000,0.750000000000000
,,,RC,,"2203","6",,,,,,,,,,"252483",,,,,High - Code,,,,RC,,,55fc7cf4-c185-4642-acbe-8f27a5ed31af,"2779","1","900",252483.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"235966",,,,,Moderate - Code,,,,RC,,,483f51bd-cf96-4ae1-94e9-035500372963,"2778","1","900",235966.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"1968","1",,,,,,,,,,"580985",,,,,Pre - Code,,,,RC,,,724dd2f2-6dba-4294-ba3d-ef29de6d9181,"2777","1","431",260992.000000000000000,319993.000000000000000,-2.296474000000000,0.400000000000000
,,,RC,,"2003","6",,,,,,,,,,"206102",,,,,Moderate - Code,,,,RC,,,fd598aed-5831-4527-8e91-207103436b5d,"2776","1","900",206102.000000000000000,0.000000000000000,-3.242034000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"220529",,,,,Moderate - Code,,,,RC,,,e5075cdb-70f5-471c-853a-2077d25d26ea,"2775","1","900",220529.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"1973","6",,,,,,,,,,"143292",,,,,Pre - Code,,,,RC,,,3a497b68-28b7-4207-aaa4-90aba4a98019,"2774","1","900",143292.000000000000000,0.000000000000000,-14.540573999999999,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"235966",,,,,Moderate - Code,,,,RC,,,d060d242-4abf-4a4c-9499-1d5f031c75f9,"2773","1","900",235966.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"1960","1",,,,,,,,,,"433420",,,,,Pre - Code,,,,RC,,,66822105-4588-4d2e-b850-80dea7b40dbd,"2772","1","440",48679.000000000000000,384741.000000000000000,-3.278949000000000,0.400000000000000
,,,RC,,"2003","6",,,,,,,,,,"220529",,,,,Moderate - Code,,,,RC,,,1fe1c844-2b50-4361-9bb7-485bff5279fe,"2771","1","900",220529.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"192619",,,,,Moderate - Code,,,,RC,,,521258d6-b3ef-4905-a597-ac321e6e1d1f,"2769","1","900",192619.000000000000000,0.000000000000000,-3.242034000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"206102",,,,,Moderate - Code,,,,RC,,,121ff209-fd51-4465-a987-c80e12434f77,"2768","1","900",206102.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"423701",,,,,Moderate - Code,,,,RC,,,af69ed74-f6ab-4418-b68c-192671ba527c,"2767","1","900",423701.000000000000000,0.000000000000000,-4.963661000000000,0.750000000000000
,,,W2,,"1948","1",,,,,,,,,,"239524",,,,,Pre - Code,,,,W2,,,3502f87c-1751-435f-93f9-ba7870c8ac04,"2766","1","447",94820.000000000000000,144704.000000000000000,-3.171393000000000,0.400000000000000
,,,RC,,"2003","6",,,,,,,,,,"220529",,,,,Moderate - Code,,,,RC,,,e3f23375-d295-4a9d-99d6-e6ec588a13f4,"2765","1","900",220529.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2001","1",,,,,,,,,,"74749",,,,,Moderate - Code,,,,RC,,,32e969d0-6019-4603-a98f-39e397de3dd3,"2764","1","440",74749.000000000000000,0.000000000000000,-2.364729000000000,0.400000000000000
,,,RC,,"2003","6",,,,,,,,,,"206102",,,,,Moderate - Code,,,,RC,,,614fb098-305e-453f-b961-f4253771c2ee,"2763","1","900",206102.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"180017",,,,,Moderate - Code,,,,RC,,,dc7cdc6b-83b4-4c4b-b480-6ac83b464ead,"2762","1","900",180017.000000000000000,0.000000000000000,-3.242034000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"395983",,,,,Moderate - Code,,,,RC,,,f2238e1c-280e-4a46-916f-2632e52a7c8f,"2761","1","900",395983.000000000000000,0.000000000000000,-4.963661000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"192619",,,,,Moderate - Code,,,,RC,,,9169446e-805f-41f4-a3c1-5abffebf5229,"2760","1","900",192619.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"206102",,,,,Moderate - Code,,,,RC,,,383b8fa6-ae4b-4791-ad86-40c61543c91d,"2758","1","900",206102.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"192619",,,,,Moderate - Code,,,,RC,,,452d26be-edca-4e84-a901-9c30a140e591,"2757","1","900",192619.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"370077",,,,,Moderate - Code,,,,RC,,,c178dc70-aa1a-458d-b7a7-e2bc1438a46c,"2755","1","900",370077.000000000000000,0.000000000000000,-4.963661000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"192619",,,,,Moderate - Code,,,,RC,,,2e5d2269-9860-4f7f-86c5-0427027199e8,"2754","1","900",192619.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"168239",,,,,Moderate - Code,,,,RC,,,3296e1eb-81cb-4177-939d-f6cab4e7d8d4,"2753","1","900",168239.000000000000000,0.000000000000000,-3.242034000000000,0.750000000000000
,,,RC,,"1973","6",,,,,,,,,,"126906",,,,,Pre - Code,,,,RC,,,079b8611-0507-4aab-8e91-148ea6f18fda,"2752","1","900",126906.000000000000000,0.000000000000000,-14.540573999999999,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"345867",,,,,Moderate - Code,,,,RC,,,2fc7db8c-318c-42e5-8874-7d16330709ef,"2751","1","900",345867.000000000000000,0.000000000000000,-4.963661000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"180017",,,,,Moderate - Code,,,,RC,,,d5cbadbc-1f03-488d-be1a-99dacc0761cf,"2750","1","900",180017.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"180017",,,,,Moderate - Code,,,,RC,,,5a79156f-8931-4293-9ae9-2b8dca4d420a,"2749","1","900",180017.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"147003",,,,,Moderate - Code,,,,RC,,,c28b9075-245e-4138-8ecf-4f97cf336f5c,"2748","1","900",147003.000000000000000,0.000000000000000,-3.242034000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"180017",,,,,Moderate - Code,,,,RC,,,909da064-a2d0-40a2-bd8f-4ff78947ef05,"2747","1","900",180017.000000000000000,0.000000000000000,-4.007238000000000,0.750000000000000
,,,RC,,"2203","6",,,,,,,,,,"252483",,,,,High - Code,,,,RC,,,66542cda-2c7a-4921-83f9-a7213bffb90f,"2746","1","900",252483.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"235966",,,,,Moderate - Code,,,,RC,,,2c915948-2dcb-4b42-9a8f-0a4cf2004091,"2745","1","900",235966.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"220529",,,,,Moderate - Code,,,,RC,,,455aaabc-6d7d-4360-b4a9-9923963af22c,"2744","1","900",220529.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"323240",,,,,Moderate - Code,,,,RC,,,18fe8451-dd1c-4a85-9cca-7b2f8d8c96ed,"2743","1","900",323240.000000000000000,0.000000000000000,-4.963661000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"206102",,,,,Moderate - Code,,,,RC,,,995cc252-aa66-41fe-a6c5-a0deb21d8d34,"2742","1","900",206102.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"192619",,,,,Moderate - Code,,,,RC,,,9e9cef24-b966-4984-971d-dddded024469,"2741","1","900",192619.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"180017",,,,,Moderate - Code,,,,RC,,,edbef51b-536e-4ee5-9918-b04f1acb5730,"2740","1","900",180017.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"168239",,,,,Moderate - Code,,,,RC,,,46d2802c-7d43-4975-9473-5a60bdde4e0c,"2739","1","900",168239.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"168239",,,,,Moderate - Code,,,,RC,,,2cd3d306-f2b8-46b2-ac15-5655e5a86b5c,"2738","1","900",168239.000000000000000,0.000000000000000,-4.611768000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"307253",,,,,Moderate - Code,,,,RC,,,9309c272-f2c2-487a-b540-1da027978a1e,"2737","1","900",307253.000000000000000,0.000000000000000,-4.639471000000000,0.750000000000000
,,,RC,,"2003","6",,,,,,,,,,"268366",,,,,Moderate - Code,,,,RC,,,7af3f7f2-b301-4e02-bb79-033069589b58,"2735","1","900",268366.000000000000000,0.000000000000000,-4.639471000000000,0.750000000000000
